Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Id,Category Name,Customer City,Customer Country,Customer Fname,Customer Id,Customer Lname,Customer Password,Customer Segment,Customer State,Customer Street,Customer Zipcode,Department Id,Department Name,Latitude,Longitude,Market,Order City,Order Country,Order Customer Id,order date (DateOrders),Order Id,Order Item Cardprod Id,Order Item Discount,Order Item Discount Rate,Order Item Id,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order State,Order Status,Product Card Id,Product Category Id,Product Name,Product Price,shipping date (DateOrders),Shipping Mode,high_lead_time,late_delivery,low_profit,high_discount,delivery_delayed,order_cancelled,lat_bin,lon_bin,location,risk_score,Risk_level,supplier_risk_avg,region_risk_density,location_enc,Order Status_enc,Delivery Status_enc,Shipping Mode_enc,risk_encoded,Predicted_Risk,Order_Date
DEBIT,6,2,-49.54999924,108.9000015,Late delivery,1,7,Hockey,Caguas,Puerto Rico,Kimberly,12363,Meza,157469,Consumer,PR,1284 Burning Hickory Square,725,2,Fitness,18.24181175,-66.37052918,USCA,Medina,Estados Unidos,12363,6/18/2016 2:45,36590.0,135.0,1.100000024,0.01,91336.0,22.0,-0.460000008,5.0,110.0,108.9000015,-49.54999924,East of USA,Ohio,ON_HOLD,135.0,7.0,Nike Dri-FIT Crew Sock 6 Pack,22.0,6/24/2016 2:45,Second Class,1,1,1,0,0,0,18.2,-66.4,Puerto Rico,0.7163042808692589,High,0.7163042808692589,0.4874795469539309,1,3,1,2,2,Medium,2016-06-18 02:45:00
DEBIT,5,4,11.69999981,116.9899979,Late delivery,1,18,Men's Footwear,Los Angeles,EE. UU.,Harold,8551,Dalton,87906,Corporate,CA,3294 Hazy Creek Farm,90065,4,Apparel,34.11491013,-118.2400131,Pacific Asia,Fuji,Japón,8551,12/28/2015 11:34,24764.0,403.0,13.0,0.100000001,62035.0,129.9900055,0.100000001,1.0,129.9900055,116.9899979,11.69999981,Eastern Asia,Shizuoka,COMPLETE,403.0,18.0,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,1/2/2016 11:34,Standard Class,1,1,0,0,0,0,34.1,-118.2,EE. UU.,0.5290523212389739,Low,0.5290523212389739,0.35175171341361916,0,2,1,3,0,Low,2015-12-28 11:34:00
TRANSFER,6,4,19.0,63.34000015,Late delivery,1,37,Electronics,Lodi,EE. UU.,Christina,9162,Carter,114137,Corporate,CA,3901 Iron Parade,95240,6,Outdoors,38.11602402,-121.3637238,LATAM,Chimaltenango,Guatemala,9162,5/4/2015 15:04,8470.0,825.0,0.639999986,0.01,21145.0,31.98999977,0.300000012,2.0,63.97999954,63.34000015,19.0,Central America,Chimaltenango,PROCESSING,825.0,37.0,Bridgestone e6 Straight Distance NFL Tennesse,31.98999977,5/10/2015 15:04,Standard Class,1,1,0,0,0,0,38.1,-121.4,EE. UU.,0.5538137442232374,Medium,0.5538137442232374,0.35175171341361916,0,7,1,3,1,Low,2015-05-04 15:04:00
DEBIT,6,4,-77.59999847,387.980011,Late delivery,1,45,Fishing,Chula Vista,EE. UU.,James,673,Smith,78353,Corporate,CA,5953 Sleepy Heights,91911,7,Fan Shop,32.65029907,-117.0454941,Pacific Asia,Xiaogan,China,673,1/2/2016 4:02,25085.0,1004.0,12.0,0.029999999,62861.0,399.980011,-0.200000003,1.0,399.980011,387.980011,-77.59999847,Eastern Asia,Hubei,COMPLETE,1004.0,45.0,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,1/8/2016 4:02,Standard Class,1,1,1,0,0,0,32.7,-117.0,EE. UU.,0.5777163307057036,Medium,0.5777163307057036,0.35175171341361916,0,2,1,3,1,Low,2016-01-02 04:02:00
DEBIT,6,4,51.15999985,196.7599945,Late delivery,1,37,Electronics,Lithonia,EE. UU.,Stephanie,7504,Smith,173248,Consumer,GA,4263 Cozy Embers Ledge,30058,6,Outdoors,33.71007919,-84.11247253,Africa,Cape Town,SudAfrica,7504,12/29/2016 13:20,49910.0,818.0,43.18999863,0.180000007,124779.0,47.99000168,0.25999999,5.0,239.9499969,196.7599945,51.15999985,Southern Africa,Cabo Occidental,ON_HOLD,818.0,37.0,Titleist Pro V1x Golf Balls,47.99000168,1/4/2017 13:20,Standard Class,1,1,0,1,0,0,33.7,-84.1,EE. UU.,0.5731102078122977,Medium,0.5731102078122977,0.35175171341361916,0,3,1,3,1,Low,2016-12-29 13:20:00
TRANSFER,2,4,89.29000092,189.9799957,Shipping canceled,0,9,Cardio Equipment,Wyandotte,EE. UU.,Mary,1180,Martin,162967,Corporate,MI,4839 Lazy View,48192,3,Footwear,42.20660782,-83.1534729,LATAM,Registro,Brasil,1180,5/28/2015 15:44,10116.0,191.0,10.0,0.050000001,25275.0,99.98999786,0.469999999,2.0,199.9799957,189.9799957,89.29000092,South America,São Paulo,SUSPECTED_FRAUD,191.0,9.0,Nike Men's Free 5.0+ Running Shoe,99.98999786,5/30/2015 15:44,Standard Class,0,0,0,0,0,0,42.2,-83.2,EE. UU.,0.1634561666607625,Low,0.1634561666607625,0.35175171341361916,0,8,2,3,0,Low,2015-05-28 15:44:00
TRANSFER,3,4,144.2100067,327.75,Advance shipping,0,73,Sporting Goods,Caguas,Puerto Rico,Fallon,19425,Donovan,88815,Consumer,PR,45 Merry Bear View,725,2,Fitness,18.27690888,-66.03705597,Pacific Asia,Pune,India,19425,1/12/2018 12:59,75872.0,1360.0,0.0,0.0,179187.0,327.75,0.439999998,1.0,327.75,327.75,144.2100067,South Asia,Maharashtra,PENDING,1360.0,73.0,Smart watch ,327.75,1/15/2018 12:59,Standard Class,0,0,0,0,0,0,18.3,-66.0,Puerto Rico,0.18111692608494712,Low,0.18111692608494712,0.4874795469539309,1,5,0,3,0,Low,2018-01-12 12:59:00
DEBIT,4,4,100.3700027,296.9500122,Shipping on time,0,17,Cleats,Chandler,EE. UU.,Rachel,3868,Smith,152546,Consumer,AZ,1112 Sunny Pond Wood,85225,4,Apparel,33.32296753,-111.8416901,Europe,Cholet,Francia,3868,10/19/2015 13:04,19973.0,365.0,3.0,0.01,49932.0,59.99000168,0.340000004,5.0,299.9500122,296.9500122,100.3700027,Western Europe,Países del Loira,COMPLETE,365.0,17.0,Perfect Fitness Perfect Rip Deck,59.99000168,10/23/2015 13:04,Standard Class,0,0,0,0,0,0,33.3,-111.8,EE. UU.,0.22403002858805812,Low,0.22403002858805812,0.35175171341361916,0,2,3,3,0,Low,2015-10-19 13:04:00
PAYMENT,3,4,17.5,42.68000031,Advance shipping,0,7,Hockey,Zanesville,EE. UU.,William,8862,Dawson,91940,Consumer,OH,3754 Foggy Jetty,43701,2,Fitness,39.99208069,-82.02707672,Europe,Flers,Francia,8862,6/24/2015 7:27,11942.0,135.0,1.320000052,0.029999999,29844.0,22.0,0.409999996,2.0,44.0,42.68000031,17.5,Western Europe,Normandía,PENDING_PAYMENT,135.0,7.0,Nike Dri-FIT Crew Sock 6 Pack,22.0,6/27/2015 7:27,Standard Class,0,0,0,0,0,0,40.0,-82.0,EE. UU.,0.20448113936358855,Low,0.20448113936358855,0.35175171341361916,0,6,0,3,0,Low,2015-06-24 07:27:00
TRANSFER,6,4,57.06000137,196.7700043,Shipping canceled,0,17,Cleats,Sacramento,EE. UU.,Willie,11431,Sanders,122546,Consumer,CA,5098 Lazy Pathway,95823,4,Apparel,38.48671341,-121.459343,Europe,Southend-on-Sea,Reino Unido,11431,8/31/2015 3:51,16590.0,365.0,43.18999863,0.180000007,41460.0,59.99000168,0.289999992,4.0,239.9600067,196.7700043,57.06000137,Northern Europe,Inglaterra,CANCELED,365.0,17.0,Perfect Fitness Perfect Rip Deck,59.99000168,9/6/2015 3:51,Standard Class,1,0,0,1,0,1,38.5,-121.5,EE. UU.,0.32205845413082246,Low,0.32205845413082246,0.35175171341361916,0,0,2,3,0,Medium,2015-08-31 03:51:00
DEBIT,6,4,103.9499969,247.5,Late delivery,1,24,Women's Apparel,Decatur,EE. UU.,Phillip,6011,Smith,179456,Consumer,GA,8018 Cozy Deer Port,30032,5,Golf,33.76404572,-84.25080872,Europe,Odense,Dinamarca,6011,6/10/2015 22:11,11025.0,502.0,2.5,0.01,27605.0,50.0,0.419999987,5.0,250.0,247.5,103.9499969,Northern Europe,Dinamarca Meridional,COMPLETE,502.0,24.0,Nike Men's Dri-FIT Victory Golf Polo,50.0,6/16/2015 22:11,Standard Class,1,1,0,0,0,0,33.8,-84.3,EE. UU.,0.5397643959525878,Low,0.5397643959525878,0.35175171341361916,0,2,1,3,0,High,2015-06-10 22:11:00
TRANSFER,4,4,11.47999954,40.97999954,Shipping canceled,0,40,Accessories,Bakersfield,EE. UU.,Nathan,2153,Price,165714,Corporate,CA,3692 Dewy Butterfly Cape,93307,6,Outdoors,35.31053162,-119.0147934,Pacific Asia,Hangzhou,China,2153,2/28/2016 3:26,28988.0,893.0,9.0,0.180000007,72527.0,24.98999977,0.280000001,2.0,49.97999954,40.97999954,11.47999954,Eastern Asia,Zhejiang,SUSPECTED_FRAUD,893.0,40.0,Team Golf Pittsburgh Steelers Putter Grip,24.98999977,3/3/2016 3:26,Standard Class,0,0,0,0,0,0,35.3,-119.0,EE. UU.,0.24340526475673074,Low,0.24340526475673074,0.35175171341361916,0,8,2,3,0,High,2016-02-28 03:26:00
DEBIT,3,4,34.11999893,272.980011,Advance shipping,0,43,Camping & Hiking,Roseville,EE. UU.,George,4435,Cross,73036,Corporate,MI,3931 Gentle Ramp,48066,7,Fan Shop,41.86886215,-84.57365418,Pacific Asia,Yakarta,Indonesia,4435,3/7/2016 21:17,29587.0,957.0,27.0,0.090000004,74039.0,299.980011,0.129999995,1.0,299.980011,272.980011,34.11999893,Southeast Asia,Yakarta,COMPLETE,957.0,43.0,Diamondback Women's Serene Classic Comfort Bi,299.980011,3/10/2016 21:17,Standard Class,0,0,0,0,0,0,41.9,-84.6,EE. UU.,0.21662428599765704,Low,0.21662428599765704,0.35175171341361916,0,2,0,3,0,High,2016-03-07 21:17:00
TRANSFER,4,4,-12.18999958,65.55999756,Shipping on time,0,41,Trade-In,Caguas,Puerto Rico,Karen,5074,Smith,54425,Consumer,PR,1063 Fallen Subdivision,725,6,Outdoors,18.20542717,-66.37052918,Pacific Asia,Asahikawa,Japón,5074,11/6/2015 8:30,21193.0,924.0,14.39000034,0.180000007,53009.0,15.98999977,-0.189999998,5.0,79.94999695,65.55999756,-12.18999958,Eastern Asia,Hokkaido,PENDING,924.0,41.0,Glove It Urban Brick Golf Towel,15.98999977,11/10/2015 8:30,Standard Class,0,0,1,0,0,0,18.2,-66.4,Puerto Rico,0.25079534510738316,Low,0.25079534510738316,0.4874795469539309,1,5,3,3,0,High,2015-11-06 08:30:00
TRANSFER,5,4,186.1799927,489.9500122,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,Raymond,12018,Smith,82546,Consumer,PR,6159 Amber Place,725,3,Footwear,18.24555779,-66.37054443,Pacific Asia,Jinan,China,12018,11/18/2015 18:38,22044.0,191.0,10.0,0.02,55143.0,99.98999786,0.379999995,5.0,499.9500122,489.9500122,186.1799927,Eastern Asia,Shandong,PROCESSING,191.0,9.0,Nike Men's Free 5.0+ Running Shoe,99.98999786,11/23/2015 18:38,Standard Class,1,1,0,0,0,0,18.2,-66.4,Puerto Rico,0.4961842377992845,Low,0.4961842377992845,0.4874795469539309,1,7,1,3,0,Low,2015-11-18 18:38:00
TRANSFER,2,4,206.9799957,449.9599915,Advance shipping,0,9,Cardio Equipment,Caguas,Puerto Rico,George,3948,Smith,63457,Consumer,PR,6734 Grand Leaf Pathway,725,3,Footwear,18.2504139,-66.37060547,Pacific Asia,Rawalpindi,Pakistán,3948,2/20/2016 3:47,28441.0,191.0,50.0,0.100000001,71177.0,99.98999786,0.460000008,5.0,499.9500122,449.9599915,206.9799957,South Asia,Punyab,PROCESSING,191.0,9.0,Nike Men's Free 5.0+ Running Shoe,99.98999786,2/22/2016 3:47,Standard Class,0,0,0,1,0,0,18.3,-66.4,Puerto Rico,0.16600577276465425,Low,0.16600577276465425,0.4874795469539309,1,7,0,3,0,High,2016-02-20 03:47:00
PAYMENT,5,4,54.04999924,128.6900024,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,James,5447,Watkins,29629,Home Office,PR,2977 Emerald Swale,725,4,Apparel,18.21355438,-66.37052155,Europe,Trier,Alemania,5447,8/29/2015 19:59,16499.0,403.0,1.299999952,0.01,41214.0,129.9900055,0.419999987,1.0,129.9900055,128.6900024,54.04999924,Western Europe,Renania-Palatinado,PENDING_PAYMENT,403.0,18.0,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,9/3/2015 19:59,Standard Class,1,1,0,0,0,0,18.2,-66.4,Puerto Rico,0.5146205180434232,Low,0.5146205180434232,0.4874795469539309,1,6,1,3,0,Low,2015-08-29 19:59:00
PAYMENT,4,4,4.920000076,49.18999863,Shipping on time,0,17,Cleats,San Sebastian,Puerto Rico,Emily,5455,Simmons,10673,Home Office,PR,8434 Cinder Private,685,4,Apparel,18.33710861,-66.99221802,Europe,Valencia,España,5455,7/31/2017 23:12,64598.0,365.0,10.80000019,0.180000007,161458.0,59.99000168,0.100000001,1.0,59.99000168,49.18999863,4.920000076,Southern Europe,Valenciana,PENDING_PAYMENT,365.0,17.0,Perfect Fitness Perfect Rip Deck,59.99000168,8/4/2017 23:12,Standard Class,0,0,1,0,0,0,18.3,-67.0,Puerto Rico,0.24563349548417734,Low,0.24563349548417734,0.4874795469539309,1,6,3,3,0,High,2017-07-31 23:12:00
DEBIT,6,2,33.45999908,128.6900024,Late delivery,1,18,Men's Footwear,San Juan,Puerto Rico,Mary,10903,Smith,18326,Consumer,PR,672 Umber Vista,921,4,Apparel,26.23668098,-98.13918304,Pacific Asia,Guangzhou,China,10903,3/1/2016 17:26,29165.0,403.0,1.299999952,0.01,72971.0,129.9900055,0.25999999,1.0,129.9900055,128.6900024,33.45999908,Eastern Asia,Guangdong,COMPLETE,403.0,18.0,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,3/7/2016 17:26,Second Class,1,1,0,0,0,0,26.2,-98.1,Puerto Rico,0.7016242924891306,High,0.7016242924891306,0.4874795469539309,1,2,1,2,2,High,2016-03-01 17:26:00
DEBIT,5,4,-10.63000011,37.56000137,Late delivery,1,75,Video Games,College Station,EE. UU.,Geraldine,20327,Carrillo,27547,Corporate,TX,9317 Emerald Route,77840,9,Discs Shop,30.60759926,-96.31684876,Pacific Asia,Ajmer,India,20327,1/25/2018 17:00,76774.0,1362.0,2.190000057,0.059999999,180089.0,39.75,-0.280000001,1.0,39.75,37.56000137,-10.63000011,South Asia,Rajastán,COMPLETE,1362.0,75.0,Fighting video games,39.75,1/30/2018 17:00,Standard Class,1,1,1,0,0,0,30.6,-96.3,EE. UU.,0.5266741169929443,Low,0.5266741169929443,0.35175171341361916,0,2,1,3,0,High,2018-01-25 17:00:00
DEBIT,5,2,19.8199997,54.59000015,Late delivery,1,17,Cleats,Caguas,Puerto Rico,Stephanie,4718,Wagner,55098,Consumer,PR,9375 Round Wood,725,4,Apparel,18.2098484,-66.37059021,LATAM,El Progreso,Honduras,4718,3/3/2017 2:44,54264.0,365.0,5.400000095,0.090000004,135676.0,59.99000168,0.360000014,1.0,59.99000168,54.59000015,19.8199997,Central America,Yoro,COMPLETE,365.0,17.0,Perfect Fitness Perfect Rip Deck,59.99000168,3/8/2017 2:44,Second Class,1,1,0,0,0,0,18.2,-66.4,Puerto Rico,0.6731342351652139,High,0.6731342351652139,0.4874795469539309,1,2,1,2,2,High,2017-03-03 02:44:00
CASH,2,2,136.5099945,278.5899963,Shipping on time,0,73,Sporting Goods,Irvington,EE. UU.,Maxine,16744,Lynch,50026,Consumer,NJ,3141 Misty Lookout,7111,2,Fitness,40.73097992,-74.22322846,Pacific Asia,Rangún,Myanmar (Birmania),16744,12/4/2017 9:43,73191.0,1360.0,49.15999985,0.150000006,176506.0,327.75,0.49000001,1.0,327.75,278.5899963,136.5099945,Southeast Asia,Rangún,CLOSED,1360.0,73.0,Smart watch ,327.75,12/6/2017 9:43,Second Class,0,0,0,1,0,0,40.7,-74.2,EE. UU.,0.3280738692838028,Low,0.3280738692838028,0.35175171341361916,0,1,3,2,0,High,2017-12-04 09:43:00
DEBIT,4,4,-64.34999847,128.6900024,Shipping on time,0,18,Men's Footwear,Chula Vista,EE. UU.,Mary,11706,Smith,43088,Corporate,CA,3440 Noble Grounds,91910,4,Apparel,32.64635468,-117.0613861,Pacific Asia,Yakarta,Indonesia,11706,2/10/2016 23:46,27813.0,403.0,1.299999952,0.01,69630.0,129.9900055,-0.5,1.0,129.9900055,128.6900024,-64.34999847,Southeast Asia,Yakarta,ON_HOLD,403.0,18.0,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,2/14/2016 23:46,Standard Class,0,0,1,0,0,0,32.6,-117.1,EE. UU.,0.25239355788368995,Low,0.25239355788368995,0.35175171341361916,0,3,3,3,0,Low,2016-02-10 23:46:00
CASH,2,1,-9.899999619,49.5,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,George,1092,Garcia,65503,Corporate,PR,7538 High Heights,725,5,Golf,18.23575211,-66.37062836,LATAM,Fortaleza,Brasil,1092,2/3/2017 13:17,52376.0,502.0,0.5,0.01,130894.0,50.0,-0.200000003,1.0,50.0,49.5,-9.899999619,South America,Ceará,CLOSED,502.0,24.0,Nike Men's Dri-FIT Victory Golf Polo,50.0,2/5/2017 13:17,First Class,0,1,1,0,0,0,18.2,-66.4,Puerto Rico,0.5755498671898943,Medium,0.5755498671898943,0.4874795469539309,1,1,1,0,1,High,2017-02-03 13:17:00
DEBIT,3,2,29.25,97.48999786,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,Joseph,2197,Smith,165003,Consumer,PR,4592 Grand Timber Ramp,725,4,Apparel,18.25911331,-66.3706131,Pacific Asia,Geelong,Australia,2197,12/7/2015 19:08,23347.0,403.0,32.5,0.25,58429.0,129.9900055,0.300000012,1.0,129.9900055,97.48999786,29.25,Oceania,Victoria,COMPLETE,403.0,18.0,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,12/10/2015 19:08,Second Class,0,1,0,0,0,0,18.3,-66.4,Puerto Rico,0.6207277221463352,High,0.6207277221463352,0.4874795469539309,1,2,1,2,2,High,2015-12-07 19:08:00
PAYMENT,6,4,103.4899979,224.9900055,Late delivery,1,43,Camping & Hiking,Caguas,Puerto Rico,William,4257,Smith,156232,Home Office,PR,2749 Green Cider Green,725,7,Fan Shop,18.27404976,-66.37057495,LATAM,Caxias do Sul,Brasil,4257,1/3/2015 0:41,140.0,957.0,75.0,0.25,327.0,299.980011,0.460000008,1.0,299.980011,224.9900055,103.4899979,South America,Rio Grande do Sul,PENDING_PAYMENT,957.0,43.0,Diamondback Women's Serene Classic Comfort Bi,299.980011,1/9/2015 0:41,Standard Class,1,1,0,1,0,0,18.3,-66.4,Puerto Rico,0.5824934557095436,Medium,0.5824934557095436,0.4874795469539309,1,6,1,3,1,High,2015-01-03 00:41:00
TRANSFER,6,4,72.62999725,207.5,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,Mary,1423,Day,3828,Consumer,PR,257 Iron Elk Maze,725,5,Golf,18.22978401,-66.37054443,LATAM,Lima,Perú,1423,3/7/2017 19:12,54585.0,502.0,42.5,0.170000002,136527.0,50.0,0.349999994,5.0,250.0,207.5,72.62999725,South America,Lima (ciudad),PENDING,502.0,24.0,Nike Men's Dri-FIT Victory Golf Polo,50.0,3/13/2017 19:12,Standard Class,1,1,0,1,0,0,18.2,-66.4,Puerto Rico,0.5688770138942042,Medium,0.5688770138942042,0.4874795469539309,1,5,1,3,1,High,2017-03-07 19:12:00
CASH,2,1,91.25,269.980011,Late delivery,1,43,Camping & Hiking,Caguas,Puerto Rico,Angela,8499,Smith,178846,Corporate,PR,733 Tawny Nectar Link,725,7,Fan Shop,18.25835609,-66.37059784,LATAM,León,Nicaragua,8499,1/7/2015 10:51,443.0,957.0,30.0,0.100000001,1096.0,299.980011,0.340000004,1.0,299.980011,269.980011,91.25,Central America,León,CLOSED,957.0,43.0,Diamondback Women's Serene Classic Comfort Bi,299.980011,1/9/2015 10:51,First Class,0,1,0,0,0,0,18.3,-66.4,Puerto Rico,0.5748714766584174,Medium,0.5748714766584174,0.4874795469539309,1,1,1,0,1,High,2015-01-07 10:51:00
DEBIT,6,2,-76.48999786,254.9799957,Late delivery,1,43,Camping & Hiking,Caguas,Puerto Rico,Rachel,5670,Bailey,62033,Consumer,PR,7775 Sleepy Farm,725,7,Fan Shop,18.23627472,-66.37049866,Europe,Reims,Francia,5670,8/30/2015 15:36,16555.0,957.0,45.0,0.150000006,41344.0,299.980011,-0.300000012,1.0,299.980011,254.9799957,-76.48999786,Western Europe,Alsacia-Champaña-Ardenas-Lorena,ON_HOLD,957.0,43.0,Diamondback Women's Serene Classic Comfort Bi,299.980011,9/5/2015 15:36,Second Class,1,1,1,1,0,0,18.2,-66.4,Puerto Rico,0.7469302230502755,High,0.7469302230502755,0.4874795469539309,1,3,1,2,2,High,2015-08-30 15:36:00
PAYMENT,4,2,46.0699997,95.98000336,Late delivery,1,17,Cleats,Caguas,Puerto Rico,Kyle,11169,Thomas,104247,Home Office,PR,5274 Easy Beach,725,4,Apparel,18.27466202,-66.37058258,USCA,Overland Park,Estados Unidos,11169,5/22/2016 14:10,34773.0,365.0,24.0,0.200000003,86866.0,59.99000168,0.479999989,2.0,119.9800034,95.98000336,46.0699997,US Center ,Kansas,PENDING_PAYMENT,365.0,17.0,Perfect Fitness Perfect Rip Deck,59.99000168,5/26/2016 14:10,Second Class,0,1,0,0,0,0,18.3,-66.4,Puerto Rico,0.6460626669413706,High,0.6460626669413706,0.4874795469539309,1,6,1,2,2,High,2016-05-22 14:10:00
PAYMENT,4,2,42.74000168,170.9700012,Late delivery,1,17,Cleats,Caguas,Puerto Rico,Mary,8831,Smith,99640,Home Office,PR,8165 Red Lane,725,4,Apparel,18.28746414,-66.37054443,LATAM,David,Panamá,8831,5/5/2017 14:23,58613.0,365.0,9.0,0.050000001,146701.0,59.99000168,0.25,3.0,179.9700012,170.9700012,42.74000168,Central America,Chiriquí,PENDING_PAYMENT,365.0,17.0,Perfect Fitness Perfect Rip Deck,59.99000168,5/9/2017 14:23,Second Class,0,1,0,0,0,0,18.3,-66.4,Puerto Rico,0.6378327539324169,High,0.6378327539324169,0.4874795469539309,1,6,1,2,2,High,2017-05-05 14:23:00
TRANSFER,2,4,117.5800018,235.1600037,Advance shipping,0,17,Cleats,Virginia Beach,EE. UU.,Amber,8806,Diaz,41075,Consumer,VA,6174 Bright Vista,23455,4,Apparel,36.85530472,-76.1946106,Europe,Nantes,Francia,8806,7/16/2017 4:08,63516.0,365.0,4.800000191,0.02,158778.0,59.99000168,0.5,4.0,239.9600067,235.1600037,117.5800018,Western Europe,Países del Loira,PENDING,365.0,17.0,Perfect Fitness Perfect Rip Deck,59.99000168,7/18/2017 4:08,Standard Class,0,0,0,0,0,0,36.9,-76.2,EE. UU.,0.1553542746151774,Low,0.1553542746151774,0.35175171341361916,0,5,0,3,0,High,2017-07-16 04:08:00
TRANSFER,2,4,114.2099991,314.6400146,Shipping canceled,0,73,Sporting Goods,Garden Grove,EE. UU.,Mara,19439,Mcneil,25852,Corporate,CA,9780 Misty Pike,92840,2,Fitness,33.77395248,-117.9618988,Pacific Asia,Sydney,Australia,19439,1/12/2018 17:53,75886.0,1360.0,13.10999966,0.039999999,179201.0,327.75,0.360000014,1.0,327.75,314.6400146,114.2099991,Oceania,Nueva Gales del Sur,CANCELED,1360.0,73.0,Smart watch ,327.75,1/14/2018 17:53,Standard Class,0,0,0,0,0,1,33.8,-118.0,EE. UU.,0.16084325736508426,Low,0.16084325736508426,0.35175171341361916,0,0,2,3,0,High,2018-01-12 17:53:00
TRANSFER,4,4,-494.8800049,197.9499969,Shipping canceled,0,29,Shop By Sport,Caguas,Puerto Rico,Mary,4622,Holder,126996,Consumer,PR,6072 Heather Landing,725,5,Golf,18.26819038,-66.37055969,Pacific Asia,Manukau City,Nueva Zelanda,4622,3/18/2016 16:53,30328.0,627.0,2.0,0.01,75803.0,39.99000168,-2.5,5.0,199.9499969,197.9499969,-494.8800049,Oceania,Auckland,SUSPECTED_FRAUD,627.0,29.0,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,3/22/2016 16:53,Standard Class,0,0,1,0,0,0,18.3,-66.4,Puerto Rico,0.3295530179723344,Low,0.3295530179723344,0.4874795469539309,1,8,2,3,0,High,2016-03-18 16:53:00
TRANSFER,4,4,100.7900009,359.9599915,Shipping on time,0,9,Cardio Equipment,Katy,EE. UU.,Thomas,2364,Whitney,12599,Consumer,TX,906 Green Treasure Limits,77450,3,Footwear,29.77441025,-95.74694824,Europe,Afragola,Italia,2364,10/13/2015 1:10,19528.0,191.0,40.0,0.100000001,48809.0,99.98999786,0.280000001,4.0,399.9599915,359.9599915,100.7900009,Southern Europe,Campania,PENDING,191.0,9.0,Nike Men's Free 5.0+ Running Shoe,99.98999786,10/17/2015 1:10,Standard Class,0,0,0,1,0,0,29.8,-95.7,EE. UU.,0.24571986420866598,Low,0.24571986420866598,0.35175171341361916,0,5,3,3,0,High,2015-10-13 01:10:00
PAYMENT,6,4,18.94000053,54.11999893,Late delivery,1,7,Hockey,Mount Prospect,EE. UU.,Karen,2552,Smith,9519,Consumer,IL,2877 Thunder Spring Isle,60056,2,Fitness,42.03620529,-87.96143341,Europe,Leeds,Reino Unido,2552,8/5/2015 2:30,14805.0,135.0,11.88000011,0.180000007,37064.0,22.0,0.349999994,3.0,66.0,54.11999893,18.94000053,Northern Europe,Inglaterra,PENDING_PAYMENT,135.0,7.0,Nike Dri-FIT Crew Sock 6 Pack,22.0,8/11/2015 2:30,Standard Class,1,1,0,0,0,0,42.0,-88.0,EE. UU.,0.5604362047047172,Medium,0.5604362047047172,0.35175171341361916,0,6,1,3,1,High,2015-08-05 02:30:00
TRANSFER,4,4,13.68000031,227.9600067,Shipping on time,0,17,Cleats,Riverside,EE. UU.,Emily,8712,Stone,180364,Consumer,CA,6310 Shady View Square,92504,4,Apparel,33.95330429,-117.3878937,Europe,Palermo,Italia,8712,9/19/2017 10:52,67988.0,365.0,12.0,0.050000001,169976.0,59.99000168,0.059999999,4.0,239.9600067,227.9600067,13.68000031,Southern Europe,Sicilia,PROCESSING,365.0,17.0,Perfect Fitness Perfect Rip Deck,59.99000168,9/23/2017 10:52,Standard Class,0,0,0,0,0,0,34.0,-117.4,EE. UU.,0.2447777912639326,Low,0.2447777912639326,0.35175171341361916,0,7,3,3,0,Low,2017-09-19 10:52:00
PAYMENT,2,4,87.18000031,249.0800018,Advance shipping,0,69,Health and Beauty,Caguas,Puerto Rico,Yvette,15779,Jefferson,80575,Home Office,PR,1655 Little Bear Circle,725,12,Health and Beauty ,18.23298645,-66.03705597,Pacific Asia,Delhi,India,15779,11/20/2017 7:38,72226.0,1356.0,43.95999908,0.150000006,175541.0,293.0400085,0.349999994,1.0,293.0400085,249.0800018,87.18000031,South Asia,Delhi,PENDING_PAYMENT,1356.0,69.0,First aid kit,293.0400085,11/22/2017 7:38,Standard Class,0,0,0,1,0,0,18.2,-66.0,Puerto Rico,0.1838087723575051,Low,0.1838087723575051,0.4874795469539309,1,6,0,3,0,High,2017-11-20 07:38:00
